entry_stable_id	entry_type	entry_name	species	ncbi_gene_id	lifespan_data_available
AF_018635	gene	Os03g0738400	Oryza sativa	4334048	false
AF_018636	gene	Shmt1	Mus musculus	20425	false
AF_018637	gene	SHMT1	Pan troglodytes	454490	false
AF_018638	gene	SHMT1	Gallus gallus	416520	false
AF_018639	gene	shmt1	Danio rerio	394021	false
AF_001863	gene	Rngtt	Rattus norvegicus	313131	false
AF_018640	gene	NCU05805	Neurospora crassa	3876196	false
AF_018641	gene	MGG_13781	Magnaporthe oryzae	5049001	false
AF_018642	gene	AGOS_AEL188W	Eremothecium gossypii	4620858	false
AF_018643	gene	SHMT1	Macaca mulatta	701186	false
AF_018644	gene	SHMT1	Canis lupus familiaris	489536	false
AF_018645	gene	SHMT1	Homo sapiens	6470	false
AF_018646	gene	shm2	Schizosaccharomyces pombe	2542242	false
AF_018647	gene	SHM1	Arabidopsis thaliana	829949	false
AF_018648	gene	Shmt1	Rattus norvegicus	287379	false
AF_018649	gene	CG3011	Drosophila melanogaster	31524	false
AF_001864	gene	Skp1	Rattus norvegicus	287280	false
AF_018650	gene	ain-2	Caenorhabditis elegans	172076	false
AF_018651	gene	AGOS_AER204W	Eremothecium gossypii	4621271	false
AF_018652	gene	KLLA0D03718g	Kluyveromyces lactis	2892856	false
AF_018653	gene	AGOS_AGL303W	Eremothecium gossypii	4622657	false
AF_018654	gene	KLLA0E20659g	Kluyveromyces lactis	2894489	false
AF_018655	gene	AgaP_AGAP003454	Anopheles gambiae	1272824	false
AF_018656	gene	si:ch211-150a22.1	Danio rerio	541317	false
AF_018657	gene	PET112	Macaca mulatta	694983	false
AF_018658	gene	Pet112	Mus musculus	229487	false
AF_018659	gene	PET112	Canis lupus familiaris	475464	false
AF_001865	gene	Ump1	Saccharomyces cerevisiae	852471	true
AF_001865	gene	Ump1	Saccharomyces cerevisiae	852471	true
AF_018660	gene	PET112	Pan troglodytes	461539	false
AF_018661	gene	PET112	Gallus gallus	422480	false
AF_018662	gene	SPAC343.13	Schizosaccharomyces pombe	2543074	false
AF_018663	gene	CG5463	Drosophila melanogaster	42861	false
AF_018664	gene	GATB	Arabidopsis thaliana	841273	false
AF_018665	gene	PET112	Homo sapiens	5188	false
AF_018666	gene	Os11g0544800	Oryza sativa	4350686	false
AF_018667	gene	C39B5.6	Caenorhabditis elegans	183325	false
AF_018668	gene	KLLA0C16665g	Kluyveromyces lactis	2892485	false
AF_018669	gene	KLLA0D08624g	Kluyveromyces lactis	2892950	false
AF_001866	gene	Rock2	Rattus norvegicus	25537	false
AF_018679	gene	AGOS_AAL019W	Eremothecium gossypii	4618418	false
AF_001867	gene	Rock2	Mus musculus	19878	false
AF_018686	gene	AGOS_AER334C	Eremothecium gossypii	4621403	false
AF_018687	gene	pzh1	Schizosaccharomyces pombe	2542255	false
AF_018688	gene	KLLA0B01111g	Kluyveromyces lactis	2897337	false
AF_018689	gene	NCU07489	Neurospora crassa	3881185	false
AF_001868	gene	YMR258C	Saccharomyces cerevisiae	855300	true
AF_018690	gene	MGG_00149	Magnaporthe oryzae	2675210	false
AF_018691	gene	KLLA0A01342g	Kluyveromyces lactis	2896630	false
AF_018692	gene	AGOS_AFR237W	Eremothecium gossypii	4622047	false
AF_018693	gene	KLLA0B13112g	Kluyveromyces lactis	2897091	false
AF_018694	gene	AGOS_ABL011C	Eremothecium gossypii	4619028	false
AF_018695	gene	NCU02136	Neurospora crassa	3880434	false
AF_018696	gene	AgaP_AGAP011800	Anopheles gambiae	1280848	false
AF_018697	gene	tal1	Schizosaccharomyces pombe	2538977	false
AF_018698	gene	taldo1	Danio rerio	324556	false
AF_018699	gene	TALDO1	Homo sapiens	6888	false
AF_001869	gene	SGK1	Homo sapiens	6446	false
AF_000186	gene	Eif3a	Rattus norvegicus	292148	false
AF_018700	gene	Y24D9A.8	Caenorhabditis elegans	177202	false
AF_018701	gene	TALDO1	Canis lupus familiaris	475937	false
AF_018702	gene	KLLA0A02607g	Kluyveromyces lactis	2896669	false
AF_018703	gene	AGOS_ACL196W	Eremothecium gossypii	4619328	false
AF_018704	gene	TALDO1	Pan troglodytes	450933	false
AF_018705	gene	LOC720828	Macaca mulatta	720828	false
AF_018706	gene	TALDO1	Bos taurus	513453	false
AF_018707	gene	TALDO1	Gallus gallus	423019	false
AF_018708	gene	Taldo1	Rattus norvegicus	83688	false
AF_018709	gene	LOC100855463	Canis lupus familiaris	100855463	false
AF_001870	gene	TPP2	Homo sapiens	7174	false
AF_018710	gene	Tal	Drosophila melanogaster	37804	false
AF_018711	gene	Taldo1	Mus musculus	21351	false
AF_018712	gene	MGG_02624	Magnaporthe oryzae	2682823	false
AF_018713	gene	GH	Gallus gallus	378781	false
AF_018714	gene	GH1	Canis lupus familiaris	403795	false
AF_018715	gene	GH1	Bos taurus	280804	false
AF_018716	gene	ppr1	Schizosaccharomyces pombe	2541963	false
AF_018717	gene	MGG_03311	Magnaporthe oryzae	2676457	false
AF_018718	gene	NCU09699	Neurospora crassa	3875104	false
AF_018719	gene	AGOS_AFL215C	Eremothecium gossypii	4621559	false
AF_001871	gene	SHC1	Homo sapiens	6464	false
AF_018720	gene	KLLA0E15269g	Kluyveromyces lactis	2893726	false
AF_018721	gene	KLLA0C01826g	Kluyveromyces lactis	2892682	false
AF_018722	gene	AGOS_AFR690C	Eremothecium gossypii	4622527	false
AF_018723	gene	AGOS_AER221W	Eremothecium gossypii	4621288	false
AF_018724	gene	ade7	Schizosaccharomyces pombe	2541029	false
AF_018725	gene	KLLA0C04235g	Kluyveromyces lactis	2892265	false
AF_018726	gene	MGG_12537	Magnaporthe oryzae	5050423	false
AF_018727	gene	PUR7	Arabidopsis thaliana	821663	false
AF_018728	gene	NCU03166	Neurospora crassa	3880712	false
AF_018729	gene	Os09g0467100	Oryza sativa	4347318	false
AF_001872	gene	Ugp2	Mus musculus	216558	false
AF_018734	gene	Adarb1	Rattus norvegicus	25367	false
AF_018735	gene	ADARB1	Macaca mulatta	722016	false
AF_018736	gene	Adarb1	Mus musculus	110532	false
AF_018737	gene	ADARB1	Canis lupus familiaris	487809	false
AF_018738	gene	adarb1a	Danio rerio	58134	false
AF_018739	gene	Adar	Drosophila melanogaster	31130	false
AF_018740	gene	ADARB1	Gallus gallus	374087	false
AF_018741	gene	ADARB1	Pan troglodytes	474045	false
AF_018742	gene	AgaP_AGAP000185	Anopheles gambiae	1272079	false
AF_018743	gene	ADARB1	Bos taurus	521761	false
AF_018744	gene	LOC558759	Danio rerio	558759	false
AF_018745	gene	ADARB1	Homo sapiens	104	false
AF_018746	gene	KLLA0D07405g	Kluyveromyces lactis	2892749	false
AF_018747	gene	Os02g0785800	Oryza sativa	4330946	false
AF_018748	gene	LOC711011	Macaca mulatta	711011	false
AF_018749	gene	AGOS_ACR120C	Eremothecium gossypii	4619653	false
AF_001874	gene	Sdhb	Mus musculus	67680	false
AF_018750	gene	LOC715460	Macaca mulatta	715460	false
AF_018751	gene	AT3G55750	Arabidopsis thaliana	824741	false
AF_018752	gene	Os05g0556900	Oryza sativa	4339572	false
AF_018753	gene	NCU09109	Neurospora crassa	3874466	false
AF_018754	gene	AT1G41880	Arabidopsis thaliana	840799	false
AF_018755	gene	LOC700960	Macaca mulatta	700960	false
AF_018756	gene	MGG_09927	Magnaporthe oryzae	2680897	false
AF_018757	gene	AT1G07070	Arabidopsis thaliana	837218	false
AF_018758	gene	LOC100362049	Rattus norvegicus	100362049	false
AF_018759	gene	RPL35A	Macaca mulatta	714858	false
AF_001875	gene	Stam	Mus musculus	20844	false
AF_018760	gene	KLLA0C06182g	Kluyveromyces lactis	2892627	false
AF_018761	gene	SIN3A	Bos taurus	518504	false
AF_018762	gene	MGG_13498	Magnaporthe oryzae	2676945	false
AF_018763	gene	SIN3A	Pan troglodytes	453759	false
AF_018764	gene	SIN3A	Canis lupus familiaris	478372	false
AF_018765	gene	AgaP_AGAP007892	Anopheles gambiae	1278063	false
AF_018766	gene	SIN3A	Macaca mulatta	705719	false
AF_018767	gene	AGOS_ACL004W	Eremothecium gossypii	4619525	false
AF_018768	gene	SIN3A	Gallus gallus	415307	false
AF_018769	gene	NCU02578	Neurospora crassa	3881859	false
AF_018770	gene	Naalad2	Mus musculus	72560	false
AF_018771	gene	KLLA0B04543g	Kluyveromyces lactis	2896932	false
AF_018772	gene	NAALAD2	Pan troglodytes	451478	false
AF_018773	gene	NAALAD2	Homo sapiens	10003	false
AF_018774	gene	Naalad2	Rattus norvegicus	300384	false
AF_018775	gene	Os01g0740500	Oryza sativa	4327207	false
AF_018776	gene	NAALAD2	Gallus gallus	419010	false
AF_018777	gene	Os01g0743300	Oryza sativa	4326550	false
AF_018778	gene	NAALAD2	Macaca mulatta	694180	false
AF_018779	gene	NAALAD2	Canis lupus familiaris	485139	false
AF_018780	gene	AT5G19740	Arabidopsis thaliana	832094	false
AF_018781	gene	NAALAD2	Bos taurus	536439	false
AF_018782	gene	AGOS_AER157C	Eremothecium gossypii	4621221	false
AF_018783	gene	SPAC31G5.19	Schizosaccharomyces pombe	2543084	false
AF_018784	gene	NCU06484	Neurospora crassa	3873297	false
AF_018785	gene	KLLA0A09823g	Kluyveromyces lactis	2896382	false
AF_018786	gene	AGOS_ABR139W	Eremothecium gossypii	4619196	false
AF_018787	gene	MGG_06380	Magnaporthe oryzae	2684535	false
AF_001878	gene	Vps18	Mus musculus	228545	false
AF_018792	gene	KLLA0B03432g	Kluyveromyces lactis	2896881	false
AF_018793	gene	AGOS_AEL277C	Eremothecium gossypii	4620763	false
AF_018794	gene	gpt2	Danio rerio	799963	false
AF_018795	gene	Os07g0108300	Oryza sativa	4342210	false
AF_018796	gene	CG1640	Drosophila melanogaster	32292	false
AF_018797	gene	GPT2	Bos taurus	618400	false
AF_018798	gene	GPT2	Gallus gallus	415746	false
AF_018799	gene	AgaP_AGAP000901	Anopheles gambiae	1277418	false
AF_001879	gene	Sco1	Mus musculus	52892	false
AF_000187	gene	Eif3b	Rattus norvegicus	288516	false
AF_018800	gene	AGOS_AGR085W	Eremothecium gossypii	4623052	false
AF_018801	gene	LOC716305	Macaca mulatta	716305	false
AF_018802	gene	AOAT2	Arabidopsis thaliana	843395	false
AF_018803	gene	GGT1	Arabidopsis thaliana	838940	false
AF_018804	gene	CELE_C32F10.8	Caenorhabditis elegans	172252	false
AF_018805	gene	Gpt2	Mus musculus	108682	false
AF_018806	gene	Gpt2	Rattus norvegicus	307759	false
AF_018807	gene	GPT2	Homo sapiens	84706	false
AF_018808	gene	AgaP_AGAP001469	Anopheles gambiae	1281705	false
AF_018809	gene	PPFIA1	Canis lupus familiaris	475999	false
AF_001880	gene	RPS17A	Saccharomyces cerevisiae	854984	true
AF_018810	gene	PPFIA1	Bos taurus	100139635	false
AF_018811	gene	PPFIA1	Gallus gallus	423147	false
AF_018812	gene	AgaP_AGAP009891	Anopheles gambiae	1279309	false
AF_018813	gene	AGOS_AER106C	Eremothecium gossypii	4621171	false
AF_018814	gene	KLLA0D02750g	Kluyveromyces lactis	2893326	false
AF_018815	gene	KLLA0C01364g	Kluyveromyces lactis	2892307	false
AF_018816	gene	AGOS_AFR707C	Eremothecium gossypii	4622544	false
AF_018817	gene	KLLA0F13068g	Kluyveromyces lactis	2895961	false
AF_018818	gene	SLC25A20	Gallus gallus	416062	false
AF_018819	gene	KLLA0C13431g	Kluyveromyces lactis	2892598	false
AF_001881	gene	RPS19A	Saccharomyces cerevisiae	854028	true
AF_018820	gene	dif-1	Caenorhabditis elegans	177530	false
AF_018821	gene	NCU07263	Neurospora crassa	3878256	false
AF_018822	gene	SLC25A20	Canis lupus familiaris	484774	false
AF_018823	gene	Slc25a20	Mus musculus	57279	false
AF_018824	gene	SLC25A20	Homo sapiens	788	false
AF_018825	gene	SLC25A20	Bos taurus	518758	false
AF_018826	gene	slc25a20	Danio rerio	393833	false
AF_018827	gene	BOU	Arabidopsis thaliana	834724	false
AF_018828	gene	Slc25a20	Rattus norvegicus	117035	false
AF_018829	gene	Os10g0573700	Oryza sativa	4349475	false
AF_018830	gene	AGOS_ADL264C	Eremothecium gossypii	4619967	false
AF_018831	gene	SLC25A20	Macaca mulatta	709029	false
AF_018832	gene	MGG_10492	Magnaporthe oryzae	2682059	false
AF_018833	gene	colt	Drosophila melanogaster	33470	false
AF_018834	gene	SLC25A20	Pan troglodytes	460354	false
AF_018835	gene	AgaP_AGAP006104	Anopheles gambiae	1276776	false
AF_018836	gene	MGG_01301	Magnaporthe oryzae	2679582	false
AF_018837	gene	VBA3	Saccharomyces cerevisiae	850290	false
AF_018838	gene	NCU09640	Neurospora crassa	3874318	false
AF_018839	gene	KLLA0E09879g	Kluyveromyces lactis	2894691	false
AF_001883	gene	vtg6	Danio rerio	559229	false
AF_018840	gene	NCU10847	Neurospora crassa	5847855	false
AF_018841	gene	LOC698283	Macaca mulatta	698283	false
AF_018842	gene	KAT2B	Pan troglodytes	460219	false
AF_018843	gene	KAT2B	Gallus gallus	428441	false
AF_018844	gene	AGOS_AER297C	Eremothecium gossypii	4621367	false
AF_018845	gene	MGG_03677	Magnaporthe oryzae	2677008	false
AF_018846	gene	KAT2B	Canis lupus familiaris	477052	false
AF_018847	gene	KLLA0A05115g	Kluyveromyces lactis	2896739	false
AF_018848	gene	KAT2B	Bos taurus	407215	false
AF_018849	gene	AGOS_AFR377C	Eremothecium gossypii	4622194	false
AF_001884	gene	vtg4	Danio rerio	678536	false
AF_018850	gene	KLLA0E03587g	Kluyveromyces lactis	2894190	false
AF_018851	gene	KLLA0C14344g	Kluyveromyces lactis	2892116	false
AF_018852	gene	AGOS_ABL058C	Eremothecium gossypii	4618972	false
AF_018853	gene	TBL1X	Canis lupus familiaris	611017	false
AF_018854	gene	AgaP_AGAP007739	Anopheles gambiae	1278226	false
AF_018855	gene	TBL1X	Gallus gallus	426045	false
AF_018856	gene	Tbl1x	Mus musculus	21372	false
AF_018857	gene	TBL1X	Homo sapiens	6907	false
AF_018858	gene	Tbl1x	Rattus norvegicus	302711	false
AF_018859	gene	AGOS_ADL322C	Eremothecium gossypii	4619909	false
AF_001885	gene	hspa8	Danio rerio	573376	false
AF_018860	gene	tbl1x	Danio rerio	560294	false
AF_018861	gene	KLLA0E11331g	Kluyveromyces lactis	2894232	false
AF_018862	gene	ebi	Drosophila melanogaster	33212	false
AF_018863	gene	TBL1X	Bos taurus	515972	false
AF_018864	gene	TBL1X	Pan troglodytes	741354	false
AF_018865	gene	MGG_03551	Magnaporthe oryzae	2676426	false
AF_018866	gene	KLLA0F05918g	Kluyveromyces lactis	2895275	false
AF_018867	gene	TARS	Bos taurus	510075	false
AF_018868	gene	THS1	Saccharomyces cerevisiae	854732	false
AF_018869	gene	TARS	Gallus gallus	427427	false
AF_001886	gene	RPG1	Saccharomyces cerevisiae	852371	false
AF_018870	gene	NCU02380	Neurospora crassa	3875932	false
AF_018871	gene	AgaP_AGAP008929	Anopheles gambiae	1279900	false
AF_018872	gene	AGOS_ACL039W	Eremothecium gossypii	4619490	false
AF_018873	gene	TARS	Canis lupus familiaris	479370	false
AF_018874	gene	TARS	Pan troglodytes	461951	false
AF_018875	gene	Os08g0295300	Oryza sativa	4345200	false
AF_018876	gene	LOC680121	Rattus norvegicus	680121	false
AF_018877	gene	HSC70-1	Arabidopsis thaliana	831020	false
AF_018878	gene	AgaP_AGAP004944	Anopheles gambiae	1275756	false
AF_018879	gene	AGOS_AER187W	Eremothecium gossypii	4621253	false
AF_001887	gene	Skp1a	Mus musculus	21402	false
AF_018880	gene	LOC562935	Danio rerio	562935	false
AF_018881	gene	KLLA0E20527g	Kluyveromyces lactis	2894514	false
AF_018882	gene	AgaP_AGAP003816	Anopheles gambiae	1271556	false
AF_018883	gene	LOC703120	Macaca mulatta	703120	false
AF_018884	gene	Os01g0812800	Oryza sativa	4327587	false
AF_018885	gene	KLLA0E10847g	Kluyveromyces lactis	2894002	false
AF_018886	gene	Os01g0276000	Oryza sativa	4324441	false
AF_018887	gene	Rpl30	Rattus norvegicus	64640	false
AF_018888	gene	Os05g0490100	Oryza sativa	4339162	false
AF_018889	gene	LOC100362027	Rattus norvegicus	100362027	false
AF_018890	gene	RPL30	Canis lupus familiaris	480751	false
AF_018891	gene	RPL30	Pan troglodytes	464302	false
AF_018892	gene	AGOS_AFR478W	Eremothecium gossypii	4622304	false
AF_018893	gene	RPL30	Gallus gallus	425416	false
AF_018894	gene	NCU08963	Neurospora crassa	3876935	false
AF_018895	gene	RPL30	Bos taurus	513031	false
AF_018896	gene	MGG_03135	Magnaporthe oryzae	2676713	false
AF_018897	gene	KLLA0E08339g	Kluyveromyces lactis	2894444	false
AF_018898	gene	NCU02954	Neurospora crassa	3881504	false
AF_018899	gene	MGG_01566	Magnaporthe oryzae	2679512	false
AF_000188	gene	Eif3f	Mus musculus	66085	false
AF_018900	gene	KLLA0F15730g	Kluyveromyces lactis	2895874	false
AF_018901	gene	AGOS_AAL163W	Eremothecium gossypii	4618722	false
AF_018902	gene	NCU11188	Neurospora crassa	5847823	false
AF_018903	gene	KLLA0C15785g	Kluyveromyces lactis	2892483	false
AF_018904	gene	AGOS_ABR108C	Eremothecium gossypii	4619161	false
AF_018905	gene	MGG_02656	Magnaporthe oryzae	2682787	false
AF_018906	gene	Os10g0470900	Oryza sativa	4348867	false
AF_018907	gene	NCU04239	Neurospora crassa	3877378	false
AF_018908	gene	LOC470592	Pan troglodytes	470592	false
AF_018909	gene	HNRNPA3	Canis lupus familiaris	608074	false
AF_018910	gene	MGG_06881	Magnaporthe oryzae	2685054	false
AF_018911	gene	LOC702025	Macaca mulatta	702025	false
AF_018912	gene	LOC100859627	Gallus gallus	100859627	false
AF_018913	gene	HNRNPA3	Bos taurus	782669	false
AF_018914	gene	Os02g0273000	Oryza sativa	4328991	false
AF_018915	gene	AGOS_ADR288W	Eremothecium gossypii	4620546	false
AF_018916	gene	AgaP_AGAP005209	Anopheles gambiae	1274917	false
AF_018917	gene	Os11g0265000	Oryza sativa	4350243	false
AF_018918	gene	KLLA0F06182g	Kluyveromyces lactis	2895023	false
AF_018919	gene	MGG_12159	Magnaporthe oryzae	2677649	false
AF_001891	gene	RPO41	Saccharomyces cerevisiae	850507	true
AF_018920	gene	NCU05224	Neurospora crassa	3878039	false
AF_018921	gene	LOC776992	Gallus gallus	776992	false
AF_018922	gene	l(2)k01209	Drosophila melanogaster	36953	false
AF_001892	gene	RPS10A	Saccharomyces cerevisiae	854468	true
AF_018934	gene	T04F3.2	Caenorhabditis elegans	179609	false
AF_018935	gene	SMOC2	Gallus gallus	421559	false
AF_018936	gene	SMOC2	Canis lupus familiaris	476270	false
AF_018937	gene	AgaP_AGAP007489	Anopheles gambiae	1269737	false
AF_018938	gene	SMOC2	Pan troglodytes	463137	false
AF_018939	gene	Smoc2	Mus musculus	64074	false
AF_001893	gene	RPS10B	Saccharomyces cerevisiae	855270	true
AF_018940	gene	Smoc2	Rattus norvegicus	292401	false
AF_018941	gene	SMOC2	Bos taurus	615490	false
AF_018942	gene	SMOC2	Homo sapiens	64094	false
AF_018943	gene	MSN	Canis lupus familiaris	491924	false
AF_018944	gene	MSN	Bos taurus	540426	false
AF_018945	gene	MOEH_ANOGA	Anopheles gambiae	4575958	false
AF_018946	gene	MSN	Macaca mulatta	711712	false
AF_018947	gene	PPP3R1	Pan troglodytes	100613118	false
AF_018948	gene	PPP3R1	Bos taurus	282321	false
AF_018949	gene	AgaP_AGAP004298	Anopheles gambiae	1274448	false
AF_001894	gene	RPS9A	Saccharomyces cerevisiae	856024	true
AF_018950	gene	PPP3R1	Canis lupus familiaris	612559	false
AF_018951	gene	PPP3R1	Gallus gallus	378804	false
AF_018952	gene	LOC100428682	Macaca mulatta	100428682	false
AF_018953	gene	NCU07465	Neurospora crassa	3880065	false
AF_018954	gene	Os04g0448800	Oryza sativa	4335983	false
AF_018955	gene	SLC25A3	Macaca mulatta	693780	false
AF_018956	gene	SLC25A3	Bos taurus	282477	false
AF_018957	gene	SLC25A3	Gallus gallus	417924	false
AF_018958	gene	MGG_09906	Magnaporthe oryzae	2680876	false
AF_018959	gene	Os02g0767500	Oryza sativa	4330845	false
AF_018960	gene	PIC2	Saccharomyces cerevisiae	856779	false
AF_018961	gene	Os06g0210500	Oryza sativa	4340459	false
AF_018962	gene	SLC25A3	Canis lupus familiaris	475436	false
AF_018963	gene	NCU00648	Neurospora crassa	3881985	false
AF_018964	gene	KLLA0C15521g	Kluyveromyces lactis	2892060	false
AF_018965	gene	AGOS_AFL081W	Eremothecium gossypii	4621696	false
AF_018966	gene	MGG_08670	Magnaporthe oryzae	2678911	false
AF_018967	gene	KLLA0D18051g	Kluyveromyces lactis	2893495	false
AF_018968	gene	AGOS_AGL140C	Eremothecium gossypii	4622826	false
AF_018969	gene	NDUFA10	Bos taurus	338060	false
AF_001896	gene	RPS25A	Saccharomyces cerevisiae	852911	true
AF_018970	gene	NDUFA10	Pan troglodytes	470696	false
AF_018971	gene	NDUFA10	Gallus gallus	424032	false
AF_018972	gene	NDUFA10	Macaca mulatta	697681	false
AF_018973	gene	NDUFA10	Canis lupus familiaris	608244	false
AF_018974	gene	AgaP_AGAP011130	Anopheles gambiae	1270796	false
AF_001897	gene	RPS26B	Saccharomyces cerevisiae	856868	true
AF_018986	gene	AgaP_AGAP001711	Anopheles gambiae	1281463	false
AF_018987	gene	NDUFS8	Pan troglodytes	451375	false
AF_018988	gene	NCU05009	Neurospora crassa	3872083	false
AF_018989	gene	NDUFS8	Gallus gallus	769492	false
AF_001898	gene	RPS27A	Saccharomyces cerevisiae	853700	true
AF_018990	gene	Os03g0774200	Oryza sativa	4334276	false
AF_018991	gene	NDUFS8	Canis lupus familiaris	610413	false
AF_018992	gene	NDUFS8	Bos taurus	287027	false
AF_018993	gene	NDUFS8	Macaca mulatta	710845	false
AF_018994	gene	MGG_03483	Magnaporthe oryzae	2676440	false
AF_018995	gene	AT2G37690	Arabidopsis thaliana	818346	false
AF_018996	gene	AGOS_ACR210C	Eremothecium gossypii	4619744	false
AF_018997	gene	ade6	Schizosaccharomyces pombe	2538734	false
AF_018998	gene	Os01g0199900	Oryza sativa	4327345	false
AF_018999	gene	KLLA0E02685g	Kluyveromyces lactis	2894665	false
AF_001899	gene	RPS27B	Saccharomyces cerevisiae	856415	true
AF_000018	gene	rps11	Danio rerio	406686	false
AF_019000	gene	EFEMP1	Bos taurus	511566	false
AF_019001	gene	EFEMP1	Pan troglodytes	741921	false
AF_019002	gene	EFEMP1	Canis lupus familiaris	474604	false
AF_019003	gene	LOC100332567	Danio rerio	100332567	false
AF_019004	gene	EFEMP1	Gallus gallus	428543	false
AF_019005	gene	LOC455416	Pan troglodytes	455416	false
AF_019023	gene	DBF20	Saccharomyces cerevisiae	856227	false
AF_019024	gene	AGOS_ADR033W	Eremothecium gossypii	4620278	false
AF_019025	gene	MGG_02757	Magnaporthe oryzae	2682762	false
AF_019026	gene	NCU09071	Neurospora crassa	3881064	false
AF_019027	gene	sid2	Schizosaccharomyces pombe	2541599	false
AF_019028	gene	KLLA0D14905g	Kluyveromyces lactis	2893087	false
AF_019029	gene	AgaP_AGAP007377	Anopheles gambiae	1269805	false
AF_001902	gene	RPS7A	Saccharomyces cerevisiae	854263	true
AF_019030	gene	NCU09208	Neurospora crassa	3875304	false
AF_019031	gene	MGG_10590	Magnaporthe oryzae	2682203	false
AF_019032	gene	AGOS_AFR153W	Eremothecium gossypii	4621952	false
AF_019033	gene	KLLA0F08811g	Kluyveromyces lactis	2895773	false
AF_019034	gene	CELE_T27E7.6	Caenorhabditis elegans	189000	false
AF_019035	gene	C54D10.12	Caenorhabditis elegans	4363107	false
AF_019036	gene	CELE_Y57G11B.1	Caenorhabditis elegans	190365	false
AF_019037	gene	dct-3	Caenorhabditis elegans	183784	false
AF_019038	gene	CELE_C17H1.9	Caenorhabditis elegans	3565285	false
AF_019039	gene	CELE_C17H1.5	Caenorhabditis elegans	182747	false
AF_001903	gene	Fez2	Mus musculus	225020	false
AF_019040	gene	F22G12.1	Caenorhabditis elegans	184866	false
AF_019041	gene	CELE_C17H1.10	Caenorhabditis elegans	3565621	false
AF_019042	gene	CELE_C17H1.3	Caenorhabditis elegans	182746	false
AF_019048	gene	KLLA0F19580g	Kluyveromyces lactis	2895519	false
AF_019049	gene	NCU03146	Neurospora crassa	3880344	false
AF_001904	gene	RRG7	Saccharomyces cerevisiae	854482	true
AF_019050	gene	MGG_13493	Magnaporthe oryzae	5051647	false
AF_019051	gene	KLLA0F15972g	Kluyveromyces lactis	2895851	false
AF_019052	gene	AGOS_ACR082C	Eremothecium gossypii	4619609	false
AF_019058	gene	KLLA0C16357g	Kluyveromyces lactis	2892175	false
AF_019059	gene	AGOS_ADR071W	Eremothecium gossypii	4620316	false
AF_001905	gene	RRG8	Saccharomyces cerevisiae	856232	true
AF_019065	gene	Ypel4	Rattus norvegicus	502643	false
AF_019066	gene	SPAPJ691.02	Schizosaccharomyces pombe	2543316	false
AF_019067	gene	NCU00024	Neurospora crassa	3873149	false
AF_019068	gene	YPEL4	Homo sapiens	219539	false
AF_019069	gene	YPEL4	Canis lupus familiaris	610168	false
AF_001906	gene	RRM3	Saccharomyces cerevisiae	856426	true
AF_019070	gene	Os03g0698500	Oryza sativa	4333809	false
AF_019071	gene	YPEL4	Pan troglodytes	451197	false
AF_019072	gene	ypel3	Danio rerio	368214	false
AF_019073	gene	YPEL4	Macaca mulatta	705186	false
AF_019074	gene	AGOS_ABR153C	Eremothecium gossypii	4619211	false
AF_019075	gene	Ypel4	Mus musculus	241525	false
AF_019076	gene	KLLA0E05875g	Kluyveromyces lactis	2894211	false
AF_019077	gene	AT2G40110	Arabidopsis thaliana	818600	false
AF_019078	gene	LOC100858042	Gallus gallus	100858042	false
AF_019079	gene	RGS7	Pan troglodytes	469729	false
AF_001907	gene	RRP46	Saccharomyces cerevisiae	852987	false
AF_019080	gene	RGS7	Macaca mulatta	707747	false
AF_019081	gene	AgaP_AGAP006629	Anopheles gambiae	1277215	false
AF_019082	gene	RGS7	Canis lupus familiaris	100687600	false
AF_019083	gene	RGS7	Bos taurus	281452	false
AF_019084	gene	RGS7	Gallus gallus	395620	false
AF_001908	gene	Wipf3	Mus musculus	330319	false
AF_019093	gene	KLLA0B04928g	Kluyveromyces lactis	2897220	false
AF_019094	gene	AGOS_AER137W	Eremothecium gossypii	4621202	false
AF_019095	gene	KLLA0F25476g	Kluyveromyces lactis	2895169	false
AF_019096	gene	MGG_06993	Magnaporthe oryzae	2685166	false
AF_019097	gene	AgaP_AGAP000598	Anopheles gambiae	1271629	false
AF_019098	gene	NCU01779	Neurospora crassa	3873308	false
AF_019099	gene	CG32857	Drosophila melanogaster	318252	false
AF_001909	gene	RTC2	Saccharomyces cerevisiae	852444	true
AF_000190	gene	Eif4a1	Rattus norvegicus	287436	false
AF_019100	gene	NFU1	Canis lupus familiaris	612607	false
AF_019101	gene	AGOS_ABR045W	Eremothecium gossypii	4619088	false
AF_019102	gene	NFU1	Pan troglodytes	470394	false
AF_019103	gene	NFU1	Bos taurus	615964	false
AF_019104	gene	CG33502	Drosophila melanogaster	2768875	false
AF_019105	gene	NFU1	Gallus gallus	419513	false
AF_019106	gene	Os05g0155300	Oryza sativa	4337851	false
AF_019107	gene	CG32500	Drosophila melanogaster	2768879	false
AF_019108	gene	Os03g0228400	Oryza sativa	4332139	false
AF_019109	gene	AgaP_AGAP007522	Anopheles gambiae	1269709	false
AF_001910	gene	SAC1	Saccharomyces cerevisiae	853668	true
AF_019110	gene	AP3S2	Macaca mulatta	701217	false
AF_019111	gene	AP3S2	Canis lupus familiaris	479042	false
AF_019112	gene	AP3S2	Homo sapiens	10239	false
AF_019113	gene	or	Drosophila melanogaster	43943	false
